objectid,filename,title,creator,description,date,date_is_approximate,subject,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,display_template,object_location,image_small,image_thumb,youtubeid
idaho-business-review_01,idaho-business-review_01.jpg,Idaho Business Review 40 under 40 “2020” [01],"Dr. Sydney Freeman, Jr. ","Dr. Sydney Freeman, Jr. holding the Idaho Business Review 40 under 40 award.",2020,,Dr. Sydney Freeman Jr.,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/idaho-business-review_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/idaho-business-review_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/idaho-business-review_01_th.jpg,
idaho-business-review_02,idaho-business-review_02.jpg,Idaho Business Review 40 under 40 “2020” [02],"Dr. Sydney Freeman, Jr. ","Dr. Sydney Freeman, Jr. holding the Idaho Business Review 40 under 40 award.",2020,,Dr. Sydney Freeman Jr.,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/idaho-business-review_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/idaho-business-review_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/idaho-business-review_02_th.jpg,
ASHE-award,ASHE-award.jpg,2021 ASHE Council for the Advancement of Higher Education Barbara Townsend Distinguished Lecture and Award,"Dr. Sydney Freeman, Jr. ",2021 Association for the Study of Higher Education’s (ASHE) Council for the Advancement of Higher Education (CAHEP) Barbara Townsend Distinguished Lecture and Award.,2021,,Dr. Sydney Freeman Jr.,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/ASHE-award.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/ASHE-award_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/ASHE-award_th.jpg,
cruise-the-world_01,cruise-the-world_01.jpg,Cruise The World [01],IPO,Students from different cultures and countries participating to showcase their country.,2023-03-05,,students,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/cruise-the-world_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/cruise-the-world_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/cruise-the-world_01_th.jpg,
cruise-the-world_02,cruise-the-world_02.jpg,Cruise The World [02],IPO,Students from different cultures and countries participating to showcase their country.,2023-03-05,,students,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/cruise-the-world_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/cruise-the-world_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/cruise-the-world_02_th.jpg,
cruise-the-world_03,cruise-the-world_03.jpg,Cruise The World [03],IPO,Students from different cultures and countries participating to showcase their country.,2023-03-05,,students,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/cruise-the-world_03.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/cruise-the-world_03_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/cruise-the-world_03_th.jpg,
cruise-the-world_04,cruise-the-world_04.jpg,Cruise The World [04],IPO,Students from different cultures and countries participating to showcase their country.,2023-03-05,,students,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/cruise-the-world_04.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/cruise-the-world_04_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/cruise-the-world_04_th.jpg,
cruise-the-world_05,cruise-the-world_05.jpg,Cruise The World [05],IPO,Students from different cultures and countries participating to showcase their country.,2023-03-05,,students,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/cruise-the-world_05.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/cruise-the-world_05_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/cruise-the-world_05_th.jpg,
bsu-photoshoot_01,bsu-photoshoot_01.jpg,Black Student Union Photoshoot [01],Day Scott,Black Cultural Center photoshoot with students and director Mario Pile.,2023-10-10,,Black Student Union,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu-photoshoot_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu-photoshoot_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu-photoshoot_01_th.jpg,
bsu-photoshoot_02,bsu-photoshoot_02.jpg,Black Student Union Photoshoot [02],Day Scott,Black Cultural Center photoshoot with students and director Mario Pile.,2023-10-10,,Black Student Union,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu-photoshoot_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu-photoshoot_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu-photoshoot_02_th.jpg,
bsu-photoshoot_03,bsu-photoshoot_03.jpg,Black Student Union Photoshoot [03],Day Scott,Black Cultural Center photoshoot with students and director Mario Pile.,2023-10-10,,Black Student Union,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu-photoshoot_03.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu-photoshoot_03_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu-photoshoot_03_th.jpg,
black-history-month-2023_02,black-history-month-2023_02.jpg,Black History Month film screenings,BSU/ASA/NSBE,Flier advertising film screenings during Black History Month.,2023,,Black History Month,,,,poster,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/black-history-month-2023_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/black-history-month-2023_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/black-history-month-2023_02_th.jpg,
jessica-samuels,jessica-samuels.jpg,Jessica Samuels,,"Flier featuring Jessica Samuels, PhD.",2022,,faculty; students; Dr. Jessica Samuels,,,,poster,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/jessica-samuels.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/jessica-samuels_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/jessica-samuels_th.jpg,
black-to-it,black-to-it.jpg,Black To It podcast,,Flier advertising the Black To It ft. THe BSU at UIdaho live podcast.,,,Black Student Union,,,,poster,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/black-to-it.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/black-to-it_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/black-to-it_th.jpg,
bsu-members-01,bsu-members-01.jpg,BSU members and officers,Dr. Jessica Samuels,BSU members and officers attending the BSU WSU Soul Food Sunday.,2023-02-20,,Black Student Union,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu-members-01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu-members-01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu-members-01_th.jpg,
bsu-members-02,bsu-members-02.jpg,Black Student Union students tabling at UIdaho events [01],BSU,BSU members tabling at events to advertise the BAACC and BSU club .,2022,,Black Student Union,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu-members-02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu-members-02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu-members-02_th.jpg,
bsu-members-03,bsu-members-03.jpg,Black Student Union students tabling at UIdaho events [02],,BSU members tabling at events to advertise the BAACC and BSU club .,2022,,Black Student Union,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu-members-03.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu-members-03_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu-members-03_th.jpg,
bsu-members-04,bsu-members-04.jpg,Black Student Union students tabling at UIdaho events [03],,BSU members tabling at events to advertise the BAACC and BSU club .,2022,,Black Student Union,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu-members-04.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu-members-04_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu-members-04_th.jpg,
bsu-members-05,bsu-members-05.jpg,Black Student Union students tabling at UIdaho events [04],,BSU members tabling at events to advertise the BAACC and BSU club .,2022,,Black Student Union,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu-members-05.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu-members-05_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu-members-05_th.jpg,
bsu-members-06,bsu-members-06.jpg,Black Student Union students tabling at UIdaho events [05],,BSU members tabling at events to advertise the BAACC and BSU club .,2022,,Black Student Union,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu-members-06.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu-members-06_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu-members-06_th.jpg,
bsu-members-07,bsu-members-07.jpg,Black Student Union students tabling at UIdaho events [06],,BSU members tabling at events to advertise the BAACC and BSU club .,2022,,Black Student Union,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/bsu-members-07.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/bsu-members-07_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/bsu-members-07_th.jpg,
black-history-month-2023_03,black-history-month-2023_03.jpg,Tracey Michae'l Lewis-Giggetts,"Africana Studies Program; BSU;,BSU WSU",Flier advertising an event featuring Tracey Michae'l Lewis-Giggetts.,2023-03,,Black History Month,,,,poster,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/black-history-month-2023_03.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/black-history-month-2023_03_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/black-history-month-2023_03_th.jpg,
black-history-month-2023_04,black-history-month-2023_04.jpg,BSU Potluck,,Flier advertising a BSU potluck in collaboration with ASA and NESBE.,2023-02,,Black History Month,,,,poster,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/black-history-month-2023_04.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/black-history-month-2023_04_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/black-history-month-2023_04_th.jpg,
black-history-month-2023_05,black-history-month-2023_05.jpg,Family Gathering,,Flier advertising a family gathering during Black History Month,2023-02,,Black History Month,,,,poster,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/black-history-month-2023_05.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/black-history-month-2023_05_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/black-history-month-2023_05_th.jpg,
grad2022_011,grad2022_011.jpg,Graduation Spring 2022 [01],Dr. Sydney Freeman Jr.,KT Turner during 2022 spring graduation.,2022-05-14,,faculty; students;,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/grad2022_011.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/grad2022_011_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/grad2022_011_th.jpg,
grad2022_012,grad2022_012.jpg,Graduation Spring 2022 [02],Dr. Sydney Freeman Jr.,Dr. Samuels graduating with a PhD and KT Turner graduating with a Masters.,2022-05-14,,faculty; students;,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/grad2022_012.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/grad2022_012_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/grad2022_012_th.jpg,
grad2022_013,grad2022_013.jpg,Graduation Spring 2022 [03],Dr. Sydney Freeman Jr.,Dr. Samuels and another graduate during 2022 spring graduation.,2022-05-14,,faculty; students;,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/grad2022_013.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/grad2022_013_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/grad2022_013_th.jpg,
grad2022_014,grad2022_014.jpg,Graduation Spring 2022 [04],Dr. Sydney Freeman Jr.,KT Turner holding her graduation cap during 2022 spring graduation.,2022-05-14,,faculty; students;,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/grad2022_014.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/grad2022_014_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/grad2022_014_th.jpg,
grad2022_015,grad2022_015.jpg,Graduation Spring 2022 [05],Dr. Sydney Freeman Jr.,KT Turner and Dr. Sydney Freeman Jr. during 2022 spring graduation.,2022-05-14,,faculty; students;,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/grad2022_015.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/grad2022_015_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/grad2022_015_th.jpg,
soul-food-sunday_01,soul-food-sunday_01.jpg,Soul Food Sunday at the University of Idaho [01],Dr. Jessica Samuels,"Dr. Jessica Samuel, students and faculty celebrating Black History Month during Soul Food Sunday.",2022-02-20,,Dr. Jessica Samuels; students; faculty; Black History Month,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/soul-food-sunday_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/soul-food-sunday_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/soul-food-sunday_01_th.jpg,
soul-food-sunday_02,soul-food-sunday_02.jpg,Soul Food Sunday at the University of Idaho [02],Dr. Jessica Samuels,"Dr. Jessica Samuel, students and faculty celebrating Black History Month during Soul Food Sunday.",2022-02-20,,Dr. Jessica Samuels; students; faculty; Black History Month,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/soul-food-sunday_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/soul-food-sunday_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/soul-food-sunday_02_th.jpg,
soul-food-sunday_03,soul-food-sunday_03.jpg,Soul Food Sunday at the University of Idaho [03],Dr. Jessica Samuels,"Dr. Jessica Samuel, students and faculty celebrating Black History Month during Soul Food Sunday.",2022-02-20,,Dr. Jessica Samuels; students; faculty; Black History Month,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/soul-food-sunday_03.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/soul-food-sunday_03_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/soul-food-sunday_03_th.jpg,
soul-food-sunday_04,soul-food-sunday_04.jpg,Soul Food Sunday at the University of Idaho [04],Dr. Jessica Samuels,"Dr. Jessica Samuel, students and faculty celebrating Black History Month during Soul Food Sunday.",2022-02-20,,Dr. Jessica Samuels; students; faculty; Black History Month,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/soul-food-sunday_04.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/soul-food-sunday_04_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/soul-food-sunday_04_th.jpg,
showcase-your-talent_01,showcase-your-talent_01.jpg,Showcase your talent [01],Black Student Union,Event to celebrate Black History month and showcase students' cultures and talents.,2022-02-15,,Black Student Union; students,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/showcase-your-talent_01.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/showcase-your-talent_01_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/showcase-your-talent_01_th.jpg,
showcase-your-talent_02,showcase-your-talent_02.jpg,Showcase your talent [02],Black Student Union,Event to celebrate Black History month and showcase students' cultures and talents.,2022-02-15,,Black Student Union; students,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/showcase-your-talent_02.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/showcase-your-talent_02_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/showcase-your-talent_02_th.jpg,
showcase-your-talent_03,showcase-your-talent_03.jpg,Showcase your talent [03],Black Student Union,Event to celebrate Black History month and showcase students' cultures and talents.,2022-02-15,,Black Student Union; students,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/showcase-your-talent_03.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/showcase-your-talent_03_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/showcase-your-talent_03_th.jpg,
showcase-your-talent_04,showcase-your-talent_04.jpg,Showcase your talent [04],Black Student Union,Event to celebrate Black History month and showcase students' cultures and talents.,2022-02-15,,Black Student Union; students,,,,photograph,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/showcase-your-talent_04.jpg,https://www.lib.uidaho.edu/blackhistory/objects/small/showcase-your-talent_04_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/showcase-your-talent_04_th.jpg,
